date,hivenode01_memory_usage,hivenode01_cpu_load_5min,hivenode01_cpu_load_10min,hivenode01_cpu_load_15min,hivenode02_memory_usage,hivenode02_cpu_load_5min,hivenode02_cpu_load_10min,hivenode02_cpu_load_15min,hivenode03_memory_usage,hivenode03_cpu_load_5min,hivenode03_cpu_load_10min,hivenode03_cpu_load_15min,hivenode04_memory_usage,hivenode04_cpu_load_5min,hivenode04_cpu_load_10min,hivenode04_cpu_load_15min,hivenode05_memory_usage,hivenode05_cpu_load_5min,hivenode05_cpu_load_10min,hivenode05_cpu_load_15min,hivenode06_memory_usage,hivenode06_cpu_load_5min,hivenode06_cpu_load_10min,hivenode06_cpu_load_15min,hivenode07_memory_usage,hivenode07_cpu_load_5min,hivenode07_cpu_load_10min,hivenode07_cpu_load_15min
2025-05-01,0.39325823338928156,9.551570736203004,7.550074672256849,11.732712778909871,0.3876094610762808,7.202342738852533,6.433659116784218,7.132516595753846,0.31275147924191654,9.617706941051424,9.064880255693073,8.197762868496326,0.4376643912088516,9.575868638812743,6.606726529571444,7.53298817909719,0.33825256391274766,4.96889721812216,6.010273251421037,8.263306363214957,0.4050957687948372,4.211154938057311,4.530776031039607,3.1763185649580845,0.33786968768762227,3.2417809049345108,2.2128143546402805,3.5668509898946184
2025-05-02,0.46354299834706447,12.215794636044263,9.350274087218814,7.84506502180253,0.30933487673556115,10.171530785141389,8.380658715911567,7.936321240460339,0.33901502368053255,9.519532373207491,10.736970237936946,9.037873077837402,0.38696880222390195,11.3363045384283,10.2300926291147,8.904689696112316,0.344379496300636,11.450645774162782,8.971652385780292,7.520888725830406,0.3321684134655799,3.1969054563095853,3.987761425728986,4.9068397677012205,0.10205452015155089,2.2323602094926636,3.048624889536743,1.0317990984397138
2025-05-03,0.5866835167659029,8.568086721761574,9.347973092377432,8.863984717579939,0.4523617103713874,12.189878857311253,10.167806069842257,11.792396998465115,0.3086820949963801,8.711651243470827,9.444193197899281,9.11171235349816,0.4757428824290916,11.960470269230438,10.142000343830322,8.202562829847475,0.3423102726952706,8.01485914795599,5.774625290309778,8.311987295910717,0.3461267271865723,2.234453239579478,3.1801977890248416,2.9872164977136197,0.1729598546029787,2.9128611854520523,0.7883162306575937,2.3077915075972935
2025-05-04,0.5185948991359413,8.224605255337508,9.156800024764078,7.42753389304495,0.4372142875361821,12.900357809151982,9.672206488170259,9.143740836925282,0.5037814421008239,9.283983259637761,9.153356379198735,8.707087303695317,0.44922944860189545,7.828248620813355,7.654885147308126,6.890314401353052,0.37660185118269823,7.999810274896386,8.615656203698098,7.226457007139308,0.3564835449942363,4.795130501752734,1.771688865823398,1.3161956337396428,0.1368598215722618,1.9822130368510622,3.4955400133208068,2.3366809421356844
2025-05-05,0.6654067383204418,12.634380554813161,9.821137335893823,10.452407948172059,0.5248251710001821,12.61277193042098,11.87234863141324,10.876905387948977,0.40015736459780293,10.75452772569401,10.219826369373058,10.068627818997633,0.4028588441033341,16.867946215572807,10.564306865079004,8.499415767964761,0.42968461552661263,5.266298841806583,8.40636274347857,7.835359709301559,0.17305463796641404,4.327581497702547,2.0282537063935964,4.398506647215251,0.20972221867856558,0.8538678279232561,3.4221325927852964,2.2498785300653967
2025-05-06,0.6202101692703195,8.470306849581046,10.554349358775443,11.32259684252029,0.40224662836334074,6.059423929655048,11.481725616297908,10.517236138095827,0.3673473693833008,6.624147902349322,8.011206495246771,9.763149730433712,0.4861392374314021,7.850417324430591,10.481780442390622,9.703980203814915,0.44539488829037527,6.913002897011209,7.506243475627014,7.795386700522487,0.08376739825358784,1.2219353162793833,3.229654601775301,3.373633320555628,0.2518273798732402,2.9626222966879086,1.541477451411957,1.840940519202165
2025-05-07,0.5622072221428883,8.081227113183001,8.997317011148336,8.088290938907532,0.4826056138712451,12.517974102102096,12.027848955643096,9.637020814721694,0.4682723519127481,11.495779918126102,8.613924222380449,8.951418180142172,0.5309819414513345,8.078856723245066,9.389100629211365,6.6115148183454,0.5016886747911052,9.032987654771842,7.182628709988209,7.719586322921322,0.3407850141898003,1.5528679229982396,3.247094418206791,4.850286276767739,0.255211355883376,1.531927728494936,1.8305000019524234,1.0483393785393298
2025-05-08,0.4490232713323045,7.355273930302206,9.238520784867315,9.061954807654889,0.4249369303202704,8.745228088041351,8.472361898067488,11.09680233862715,0.3713431659841957,5.917232359473127,7.889932928104196,7.471438341912854,0.45970892111357226,7.371923187955342,7.805364098705085,8.97081585122696,0.48663662382471484,7.803981673401371,7.624568123390177,8.989866950332996,0.23560972602921276,3.5229246841163007,2.1188242340324805,4.006844992600312,0.3239394127709213,4.058619708300294,3.125484383175297,3.1392028018905473
2025-05-09,0.5623684908337717,7.237203835708803,5.575731160311927,5.76443979566527,0.4259739630545745,6.426704228015224,7.93921388312954,5.941235457019845,0.43216569199496546,4.859881773101227,8.770798928668302,6.573334352795529,0.4316702714860867,6.087236117407143,5.389580966512947,6.424232578718973,0.4546533856585357,6.875264051148492,5.790590350430008,7.503199461630707,0.2091711804258241,2.705291848969048,4.219138830172135,3.0033491725494352,0.25636248393895456,2.4728858187889218,2.5650690772537885,2.1514419004407204
2025-05-10,0.5519169676738322,7.756086355240299,8.133240522907741,7.822654042021804,0.43885505808749253,8.94700135829314,8.141568385906849,8.448534747841745,0.38201626515345144,9.718831714364164,7.535195872343547,7.373232923963727,0.5214625629245346,8.001985197051447,7.684853784116211,5.822322841441567,0.46618018656598376,7.0662133128027085,7.1948320236120775,7.764724978413781,0.12306841767074961,4.777163011415818,5.379883531301898,2.0365602088327552,0.275066565967138,2.7811135807507688,0.7822666359295867,2.14728091621003
2025-05-11,0.45097005997147677,10.176656304377378,8.253830236555986,8.821824782354192,0.4606776585580988,7.800165800682262,7.329082540602022,5.443841918814348,0.4856592734257992,6.6742396079994055,6.57836727982686,6.906429412548915,0.4045949247746144,6.471491780889108,6.765996648691166,7.012180816253816,0.39292518904762974,7.119711486536343,8.143979218121498,7.919168396887224,0.19167603056086036,3.0209849178583434,4.08179897169687,2.6571761901324797,0.2901284522590278,3.029430416205358,1.9597663740374485,4.936799361939363
2025-05-12,0.6152353577155676,9.701240296766581,7.8703913284261695,8.251246061529018,0.4663099067601687,8.919513621333238,5.5455299966240785,5.971867426383814,0.4300446290403333,6.804188497491672,8.07016294027867,8.429568375141548,0.4318247616568474,11.703562560545645,8.82327492162641,8.461917701758798,0.6073503487008739,9.586948896193945,7.661195927694528,7.466285366353198,0.17082846806750826,2.1608402934419115,5.1134722119915565,3.2887300309026024,0.27298412232209196,0.0,3.735434352749124,1.858886362174615
2025-05-13,0.6277672630230796,9.575095996065896,9.946149274177477,8.568332801450495,0.4858015452666914,7.023855844809966,6.424355687457988,7.854077050709654,0.3535249478232004,10.186427135224617,9.416511532150682,7.36819791272613,0.4940760428380002,8.31243409373251,7.048166486730135,6.513584501072208,0.46925292970893584,6.718009069251116,6.017512673973961,7.6267648447445735,0.21759579640620244,2.002464446451903,3.30061129977766,3.6642577818794293,0.19141850893512263,1.8967990827039767,1.6694143134272037,4.279154894227128
2025-05-14,0.6047779791215226,9.086220771507305,9.111488138372213,6.872783254803461,0.4924994623959272,7.331947829765651,7.331213340479308,7.663298058070982,0.46311354832026835,5.942823594914411,7.5436288251583035,7.43376049815302,0.4875816720884627,8.412603738141126,8.077513009984704,7.906909880254109,0.3686774414280114,7.026716733465734,6.703695303798706,7.9046249879536115,0.09124209615478827,3.0487082521008975,3.4891408856838613,3.808215566779858,0.35649503723749,3.232114126231148,4.233085524058808,3.880420772991677
2025-05-15,0.57168376985763,8.96192594467053,9.770072019217077,6.725050130563787,0.47233890396287576,5.377895813464683,6.098744481587562,8.339615211967798,0.4532012480048445,6.696013346582557,7.404847094645598,8.774622980539828,0.48778661327782785,5.977042503092429,7.245891542742462,6.849774134697051,0.4478401562426701,5.467159123118956,7.162095533828467,7.0235669441862,0.1639436235201987,1.9557332305130233,5.4348795340635165,3.651890775817929,0.080831710291917,1.6255573994240522,3.021915833846304,3.3556018432155215
2025-05-16,0.5605429015418797,7.629066710884469,9.676516598928222,9.152861101852992,0.48596187144933717,8.133648381565518,5.491550993796674,5.637489109497708,0.46603517305305003,10.097125846768702,8.723169346804122,8.687616588549774,0.4326062332555871,9.43131975495538,8.213939216945146,9.612177311887645,0.4321251842513442,5.3431742640559925,6.968725887244037,7.400157728038478,0.25773409303167816,3.3991084181973736,2.5246125692866155,4.034761235733541,0.1892405850215326,3.269883311865238,1.387653329439808,2.87021550357549
